,Player,Event,X,Y,Distance,Slope,Type,Detail,Period,Home Team Skaters,Away Team Skaters,Result,Predicted Result,xG%
659,Sydney Baldwin,Shot,169,14,42.10997506529777,1.3115073410234286,Slapshot,On Net,1,5,5,0,0,0.0019232652
660,Allie Olnowich,Shot,165,69,43.900455578501685,-0.945028007992493,Snapshot,On Net,1,5,5,0,0,0.1942666
661,Madison Packer,Shot,178,48,22.677080940897135,-0.25534192122103627,Snapshot,On Net,1,5,5,0,1,0.6135354
662,Madison Packer,Shot,158,24,45.89389937671455,0.4713623883852892,Slapshot,On Net,1,5,4,0,0,0.027929345
663,Kiira Dosdall,Shot,149,40,51.06123774449656,0.04905890904926807,Slapshot,On Net,1,5,4,0,0,0.084593356
664,Rebecca Russo,Shot,170,61,35.245567097154215,-0.7088887146052995,Slapshot,Missed,1,5,4,0,0,0.0009929688
665,Nina Rodgers,Shot,179,59,26.706740722147284,-1.0006324445845896,Snapshot,On Net,1,5,5,0,0,0.459119
666,Kate Leary,Shot,177,43,23.005434140654682,-0.021742555645982587,Snapshot,On Net,1,5,5,0,1,0.5921586
667,Kelly Babstock,Shot,185,32,18.309833423600555,0.8422883804630794,Snapshot,Missed,1,5,5,0,0,0.00096891983
668,Allie Thunstrom,Shot,142,67,62.962290301417724,-0.4494708448022727,Snapshot,Missed,1,5,5,0,0,0.0020086505
669,Audra Richards,Shot,180,32,22.588713996153036,0.5792200822893652,Snapshot,On Net,1,5,5,0,0,0.17565186
670,Jonna Curtis,Shot,187,46,13.46291201783626,-0.2759301619292242,Wrap Around,On Net,1,5,5,0,0,0.24099855
671,Kendall Cornine,Shot,179,75,38.69431482789171,-43.137976805269474,Snapshot,On Net,1,5,5,0,0,0.020484747
672,Audra Richards,Shot,184,49,17.269916039170543,-0.43018004746423005,Snapshot,On Net,1,5,5,0,1,0.78376573
673,Kelly Babstock,Shot,147,79,64.35254462723289,-0.8231180957560682,Slapshot,On Net,2,5,5,0,0,0.014857129
674,Paige Voight,Shot,155,68,51.7228189487,-0.6362757584923948,Wristshot,Missed,2,5,5,0,0,0.0017613985
675,Kiira Dosdall,Shot,149,62,54.60082416960389,-0.40214360006872,Snapshot,On Net,2,5,5,0,0,0.28516218
676,Sydney Baldwin,Shot,137,17,67.96506455525515,0.42841769981449607,Wristshot,On Net,2,4,5,0,0,0.117253445
677,Haley Mack,Shot,183,45,17.18284027743958,-0.14812818766413652,Snapshot,On Net,2,4,5,0,0,0.26044083
678,Nina Rodgers,Shot,179,25,27.33587386567329,1.1007783687898016,Wristshot,Missed,2,4,5,0,0,0.0019862226
679,Meghan Lorence,Shot,156,74,54.11330705103875,-0.8698559031826748,Wristshot,On Net,2,4,5,0,0,0.049336307
680,Maddie Rowe,Shot,143,74,65.12488003827723,-0.6167318572306016,Wristshot,On Net,2,4,5,0,0,0.031973038
681,Cailey Hutchison,Shot,145,31,56.189411813970786,0.21219223760069747,Wristshot,Missed,2,5,5,0,0,0.0026380874
682,Allie Olnowich,Shot,151,76,59.35697094697471,-0.8147551778114202,Wristshot,On Net,2,5,5,0,0,0.023128537
683,Madison Packer,Shot,182,46,18.33712082089225,-0.19693264149950032,Snapshot,On Net,2,5,5,0,0,0.48011985
684,Stephanie Anderson,Shot,195,34,9.86154146165801,-7.696602139459161,Snapshot,On Net,2,5,5,0,0,0.055018313
685,Meghan Lorence,Shot,160,66,46.39234850705448,-0.6659409268764437,Wristshot,On Net,2,5,5,0,0,0.0573602
686,Meghan Lorence,Shot,180,49,21.02974084481309,-0.3369477561263745,Wristshot,On Net,2,5,5,0,0,0.086343564
687,Madison Packer,Shot,172,42,28.00446392988089,0.017859041179937068,Wristshot,On Net,2,5,5,0,0,0.07902241
688,Kelly Babstock,Shot,168,58,35.556293395122054,-0.5261843553577792,Wristshot,On Net,2,5,5,0,0,0.081268474
689,Cailey Hutchison,Shot,163,46,37.16517186829626,-0.09487775662113675,Wristshot,On Net,2,5,5,0,0,0.1008728
690,Emily Janiga,Shot,190,37,11.412712210513327,0.6131052132881357,Wrap Around,Missed,2,5,5,0,0,0.0010973483
691,Madison Packer,Shot,143,17,62.44397488949594,0.4798135413924608,Wristshot,Missed,2,5,5,0,0,0.0020806082
692,Sammy Kolowrat,Shot,184,16,30.955613384328213,-11.673748672154813,Wristshot,Missed,2,5,5,0,0,0.00062361
693,Sydney Baldwin,Shot,150,4,63.105071111599266,0.9696683279614895,Wristshot,On Net,2,5,5,0,0,0.005449776
694,Audra Richards,Shot,170,27,33.76758800980609,0.5681441550323891,Wristshot,On Net,2,5,5,0,0,0.02805626
695,Theresa Knutson,Shot,184,51,18.117670931993437,-0.5875973675914432,Snapshot,On Net,2,5,5,0,1,0.5431969
696,Meaghan Pezon,Shot,187,39,13.46291201783626,0.2759301619292242,Wrap Around,On Net,2,5,5,0,0,0.11773999
697,Jonna Curtis,Shot,175,10,41.00304866714181,3.6021024479679786,Wristshot,On Net,2,5,5,0,0,0.0061383396
698,Allie Thunstrom,Shot,188,38,12.816005617976296,0.39362657592563277,Snapshot,On Net,2,5,5,0,0,0.3017872
699,Jonna Curtis,Shot,154,57,48.23121395942673,-0.32608993427816346,Wristshot,On Net,2,5,5,0,0,0.06613796
700,Sara Bustad,Shot,135,68,69.82299048307799,-0.41375509548158934,Wristshot,Missed,2,5,5,0,0,0.0029342582
701,Kelly Babstock,Shot,168,33,33.380383460949034,0.3059155173530593,Wristshot,On Net,2,5,5,0,0,0.116247356
702,Sydney Baldwin,Shot,178,66,32.190837205639745,-1.8191669708723477,Wristshot,On Net,2,5,5,0,0,0.010199282
703,Maddie Rowe,Shot,138,12,69.09594778277523,0.5358768536709253,Wristshot,On Net,2,5,5,0,0,0.015892036
704,Kendall Cornine,Shot,174,58,30.26962173533062,-0.678505278896063,Wristshot,On Net,2,5,5,0,0,0.055705912
705,Jayne Lewis,Shot,165,74,47.08768416475799,-1.2601582175503392,Wristshot,On Net,2,5,5,0,0,0.013363985
706,Audra Richards,Shot,183,44,17.066048165876012,-0.088464993799199,Wristshot,On Net,2,5,5,0,0,0.13749996
707,Winny Brodt-Brown,Shot,133,23,69.7800114646021,0.29955095546824156,Wristshot,Missed,2,5,5,0,0,0.0018272157
708,Kelly Babstock,Shot,165,58,38.27858409084641,-0.47427562172314436,Wristshot,Missed,2,5,5,0,0,0.0016282427
709,Cailey Hutchison,Shot,155,58,47.59464255564905,-0.3587453619695229,Wristshot,On Net,2,4,5,0,0,0.0907275
710,Maddie Rowe,Shot,142,11,66.00189391222042,0.6036560656802127,Slapshot,On Net,2,4,5,0,0,0.042516794
711,Stephanie Anderson,Shot,140,22,63.405441406869805,0.3556132022830687,Slapshot,On Net,2,4,5,0,0,0.028733494
712,Rebecca Morse,Shot,174,38,26.386549603917523,0.17482609399249477,Wristshot,On Net,2,5,5,0,0,0.07768058
713,Emily Janiga,Shot,185,34,17.240939649566666,0.6362757584923948,Snapshot,On Net,2,5,5,0,0,0.05232065
714,Meghan Lorence,Shot,134,55,67.17328337962944,-0.19169143380248752,Wristshot,On Net,2,5,5,0,0,0.045937005
715,Saroya Tinker,Shot,145,61,58.028010477699475,-0.3496507350851661,Slapshot,On Net,3,5,5,0,0,0.010881183
716,Stephanie Anderson,Shot,166,57,36.96281915655244,-0.4543561447879383,Snapshot,On Net,3,5,5,0,0,0.12179755
717,Jayne Lewis,Shot,174,25,31.34086788842964,0.7972746341328386,Snapshot,On Net,3,5,5,0,0,0.27779222
718,Audra Richards,Shot,177,70,35.8503835404867,-2.539404746056299,Snapshot,Missed,3,5,5,0,0,0.0008578357
719,Nina Rodgers,Shot,178,40,22.14158982548453,0.11412804068697792,Snapshot,Missed,3,5,5,0,0,0.0028067504
720,Haley Mack,Shot,175,17,35.71064267133819,1.6281304122125526,Wristshot,On Net,3,5,5,0,0,0.019599114
721,Leila Kilduff,Shot,134,81,76.40844194197392,-0.6599430459842429,Slapshot,On Net,3,5,5,0,0,0.015590298
722,Madison Packer,Shot,183,37,17.867568385205637,0.33531101627804666,Snapshot,On Net,3,5,5,0,1,0.5340633
723,Jonna Curtis,Shot,161,79,53.415821626181135,-1.3575062333679075,Snapshot,On Net,3,5,4,0,0,0.01610941
724,Kate Leary,Shot,141,27,61.002049145909844,0.2689274213575254,Slapshot,Missed,3,5,4,0,0,0.0030047372
725,Kiira Dosdall,Shot,146,55,55.42788107081129,-0.235706606661665,Snapshot,On Net,3,5,4,0,0,0.1620488
726,Kendall Cornine,Shot,176,59,29.124731758421397,-0.8211418015898941,Slapshot,Missed,3,5,4,0,0,0.0014533298
727,Emily Janiga,Shot,179,43,21.005951537600005,-0.023814023984133337,Snapshot,On Net,3,5,4,0,1,0.5481175
728,Audra Richards,Shot,178,39,22.276669409945463,0.16044683063919238,Fan,Missed,3,5,4,0,0,0.0019468497
729,Nina Rodgers,Shot,186,37,15.041608956491324,0.41439875466521037,Wrap Around,On Net,3,5,5,0,0,0.39988562
730,Haylea Schmid,Shot,181,47,19.525624189766635,-0.24137226688581195,Snapshot,Missed,3,5,5,0,0,0.0039477856
731,Maddie Rowe,Shot,133,82,77.77692459849516,-0.6689073453232469,Slapshot,On Net,3,5,5,0,0,0.020169156
732,Sydney Baldwin,Shot,135,55,66.19101147436864,-0.19471395108713133,Wristshot,On Net,3,5,5,0,0,0.0704859
733,Kiira Dosdall,Shot,137,83,74.89492639691957,-0.7489942888185656,Slapshot,On Net,3,5,5,0,0,0.012091919
734,Allie Olnowich,Shot,149,83,65.12488003827723,-1.0175928134312708,Snapshot,On Net,3,5,5,0,0,0.04642051
735,Stephanie Anderson,Shot,174,38,26.386549603917523,0.17482609399249477,Snapshot,On Net,3,5,5,0,1,0.62911314
736,Theresa Knutson,Shot,158,53,43.292609068985435,-0.25534192122103627,Wristshot,Missed,3,5,5,0,0,0.0019235134
737,Jonna Curtis,Shot,176,36,24.86463351831271,0.27765550559954266,Snapshot,On Net,3,5,5,0,1,0.638293
738,Allie Olnowich,Shot,167,62,38.33079701754191,-0.6708730886418992,Snapshot,Missed,3,5,5,0,0,0.0029063341
739,Paige Voight,Shot,160,36,40.52468383590426,0.16394560971657182,Wristshot,Missed,3,5,5,0,0,0.002426673
740,Rebecca Morse,Shot,153,4,60.75565817271672,1.0698868180429117,Slapshot,On Net,3,5,4,0,0,0.0037124644
741,Kiira Dosdall,Shot,133,47,67.15094936037762,-0.06726535481171567,Slapshot,On Net,3,5,4,0,0,0.03372879
742,Kendall Cornine,Shot,178,61,28.74456470360962,-1.1176749985638663,Slapshot,On Net,3,5,4,0,0,0.09345756
743,Kelly Babstock,Shot,170,44,30.03747659175118,-0.05004170837553879,Snapshot,On Net,3,5,4,0,1,0.783382
744,Kate Leary,Shot,142,55,59.33169473392783,-0.21891718183634096,Wristshot,On Net,3,5,5,0,0,0.1052816
745,Haley Mack,Shot,159,35,41.68033109273485,0.18499489407042138,Wristshot,On Net,3,5,5,0,0,0.27478433
746,Stephanie Anderson,Shot,164,51,36.98986347636336,-0.24059882092727486,Wristshot,Missed,3,5,5,0,0,0.0021772534
747,Sara Bustad,Shot,164,82,53.44389581607987,-1.9513321264905217,Snapshot,On Net,3,5,5,0,0,0.007139939
748,Nina Rodgers,Shot,164,52,37.23237838226293,-0.27018997077780377,Wristshot,On Net,3,5,5,0,0,0.05167455
749,Haley Mack,Shot,165,14,45.13590588434002,1.0595107770251848,Wristshot,On Net,3,5,5,0,0,0.004345154
750,Sydney Baldwin,Shot,133,3,77.77692459849516,0.6689073453232469,Snapshot,Missed,3,5,5,0,0,0.0016033677
751,Jonna Curtis,Shot,170,21,36.908671067921155,0.8711875759038569,Snapshot,On Net,3,5,5,0,0,0.06596981
752,Allie Thunstrom,Shot,174,52,27.681221071332818,-0.3825628991488136,Snapshot,On Net,3,5,5,0,1,0.53684783
753,Jonna Curtis,Shot,143,23,60.24325688406961,0.3561073411182327,Snapshot,On Net,3,5,5,0,1,0.5344077
754,Sydney Baldwin,Shot,156,16,51.3638978271704,0.6874784716575273,Wristshot,Missed,3,5,5,0,0,0.0010003571
755,Haley Mack,Goal,184,50,17.67059704707229,-0.5063943574962299,Wristshot,On Net,3,3,5,1,1,0.972002
756,Emma Vlasic,Shot,178,29,25.811818998280614,0.7043453598597261,Snapshot,On Net,1,5,5,0,0,0.019753627
757,Meaghan Rickard,Shot,141,46,59.10372238700368,-0.05939171878773317,Snapshot,On Net,1,5,5,0,0,0.34374598
758,Alyssa Wohlfeiler,Shot,189,39,11.543396380615196,0.32937276546596006,Wrap Around,On Net,1,5,5,0,0,0.09530806
759,Janine Weber,Shot,180,47,20.5,-0.22887537020775817,Snapshot,On Net,1,5,5,0,1,0.7985167
760,Janine Weber,Shot,184,56,20.93442141545832,-1.1240851347045608,Snapshot,Missed,1,5,5,0,0,0.0037860095
761,Mackenzie Lancaster,Shot,173,72,39.99062390110962,-1.9292733895134366,Snapshot,On Net,1,5,5,0,0,0.024236418
762,Briana Mastel,Shot,140,18,64.80933574725172,0.43265112996350746,Snapshot,On Net,1,5,5,0,0,0.11240464
763,Paige Capistran,Shot,132,79,77.17674520216566,-0.5950403334858404,Snapshot,On Net,1,5,5,0,0,0.025595283
764,Maggie LaGue,Shot,138,74,69.54315207121402,-0.5568203982634444,Snapshot,Missed,1,5,5,0,0,0.0014939671
765,Kayla Friesen,Shot,149,25,53.91892061234164,0.35727063017327804,Snapshot,On Net,1,5,5,0,0,0.10991084
766,Lauren Kelly,Shot,175,15,37.16517186829626,1.9647596572486523,Snapshot,Missed,1,5,5,0,0,0.0014674139
767,Mallory Souliotis,Shot,137,19,67.24024092758741,0.39133680988812114,Fan,Missed,1,5,5,0,0,0.00076087326
768,Briana Mastel,Shot,139,21,64.6780488264759,0.3678176740553734,Snapshot,Missed,1,5,5,0,0,0.0011397825
769,Briana Mastel,Shot,138,4,72.98116195293139,0.7153709843306164,Snapshot,On Net,1,5,5,0,0,0.0018164547
770,Christina Putigna,Shot,183,48,17.867568385205637,-0.33531101627804666,Snapshot,On Net,1,5,5,0,1,0.6860678
771,Katelynn Russ,Shot,193,19,24.520399670478458,0.21895172396272247,Wristshot,On Net,1,5,5,0,0,0.2759093
772,Kayla Friesen,Shot,140,40,60.05206074732157,0.04169079607766161,Snapshot,On Net,1,5,5,0,0,0.22772479
773,Alyssa Wohlfeiler,Shot,158,65,47.64714052280577,-0.59361887584765,Slapshot,Missed,1,5,5,0,0,0.0021960647
774,Elena Orlando,Shot,136,5,74.17715281675349,0.6636878361479344,Snapshot,On Net,1,5,5,0,0,0.0025979807
775,Kaycie Anderson,Shot,180,45,20.155644370746373,-0.12565513657513097,Snapshot,On Net,1,5,5,0,1,0.81831217
776,Mary Parker,Shot,173,9,43.02615483633182,2.918966770963817,Snapshot,On Net,1,5,5,0,0,0.009176457
777,McKenna Brand,Goal,162,46,38.16084380618437,-0.09236660465117454,Deflection,On Net,1,4,5,1,0,0.45796993
778,Taylor Turnquist,Shot,125,76,82.14164595380348,-0.47895051883353457,Snapshot,Missed,1,5,5,0,0,0.0012844249
779,Tereza Vanisova,Shot,184,47,16.62077013859466,-0.2889081724405147,Deflection,On Net,1,5,5,0,0,0.22260931
780,Meghara McManus,Shot,182,49,19.13765920900464,-0.37767191525970745,Snapshot,On Net,1,5,5,0,1,0.7690647
781,Taylor Wenczkowski,Shot,169,64,37.72598573927526,-0.8313191286413657,Snapshot,Missed,1,5,5,0,0,0.0015530407
782,Kaleigh Fratkin,Shot,145,61,58.028010477699475,-0.3496507350851661,Slapshot,Missed,2,5,5,0,0,0.0026922033
783,Kaleigh Fratkin,Shot,130,82,80.37568040147467,-0.63293593838543,Snapshot,On Net,2,5,5,0,0,0.027735054
784,Meaghan Rickard,Shot,180,51,21.73131381210073,-0.4525831524269872,Snapshot,On Net,2,5,5,0,1,0.5445101
785,McKenna Brand,Shot,185,52,17.755280904564703,-0.734232547412554,Deflection,Missed,2,4,5,0,0,0.0061439914
786,Lexie Laing,Shot,172,21,35.302266216207705,0.965519249960735,Wristshot,On Net,2,4,5,0,0,0.011208857
787,Lexie Laing,Shot,184,39,16.3783393541592,0.22230728055343132,Fan,On Net,2,4,5,0,1,0.6363507
788,Katelynn Russ,Shot,164,80,51.98317035349037,-1.710136975532496,Wristshot,On Net,2,5,5,0,0,0.009287684
789,Paige Capistran,Shot,141,76,67.84725491867744,-0.6378642988187977,Slapshot,On Net,2,5,5,0,0,0.009213513
790,Christina Putigna,Shot,186,35,15.88238017426859,0.59361887584765,Snapshot,Missed,2,5,5,0,0,0.0023080122
791,Kayla Friesen,Shot,128,79,80.72329279706075,-0.5553539634934694,Snapshot,Missed,2,5,4,0,0,0.0009186491
792,Tori Howran,Shot,137,32,63.869006568131304,0.16822721830224246,Wristshot,Missed,2,5,4,0,0,0.0022906829
793,Kayla Friesen,Shot,160,71,49.11466176204413,-0.8638850091146242,Slapshot,Missed,2,5,4,0,0,0.003406471
794,Samantha Davis,Shot,186,47,14.705441169852742,-0.33297561286085925,Wristshot,On Net,2,5,5,0,0,0.07231466
795,Grace Klienbach,Shot,188,74,33.70830758136635,0.5680462555551781,Wristshot,On Net,2,5,5,0,0,0.02805626
796,Tereza Vanisova,Shot,183,48,17.867568385205637,-0.33531101627804666,Snapshot,On Net,2,5,5,0,0,0.49566653
797,Kayla Friesen,Shot,169,65,38.30469945058961,-0.8873936548888312,Wristshot,On Net,2,5,4,0,0,0.044890285
798,Alyssa Wohlfeiler,Shot,174,38,26.386549603917523,0.17482609399249477,Wristshot,On Net,2,5,4,0,0,0.28237996
799,Meghara McManus,Shot,171,28,32.42298567374695,0.5463024898437905,Wristshot,On Net,2,5,4,0,0,0.10136582
800,Lauren Kelly,Shot,146,80,65.74382100243338,-0.8328355736201326,Slapshot,On Net,2,5,5,0,0,0.014857129
801,Taylor Turnquist,Shot,139,54,62.07455195166535,-0.19079028975413378,Wristshot,Missed,2,5,5,0,0,0.001710308
802,McKenna Brand,Shot,135,69,70.19437299385187,-0.4318903235538463,Wristshot,Missed,2,5,5,0,0,0.0026684985
803,Janine Weber,Shot,188,46,12.5,-0.30022877509320933,Wrap Around,On Net,2,5,5,0,0,0.1958489
804,Sarah Schwenzfeier,Shot,171,68,38.616706229299254,-1.2079667181425708,Snapshot,On Net,2,5,5,0,0,0.07416371
805,Lauren Kelly,Shot,133,57,68.55107584859628,-0.21986120161844203,Wristshot,Missed,3,4,5,0,0,0.0013447329
806,Samantha Davis,Shot,172,58,32.00390601161052,-0.6180299391468247,Snapshot,On Net,3,4,5,0,0,0.23633721
807,McKenna Brand,Shot,187,59,21.005951537600005,-3.2148919328356422,Snapshot,On Net,3,4,5,0,0,0.0111478865
808,Christina Putigna,Shot,166,54,35.892199709686224,-0.3517525915141955,Snapshot,On Net,3,4,5,0,0,0.1530201
809,Kaleigh Fratkin,Shot,133,62,69.7800114646021,-0.29955095546824156,Slapshot,On Net,3,4,5,0,0,0.004253252
810,Janine Weber,Shot,170,37,30.5,0.1854153416104423,Snapshot,Missed,3,5,5,0,0,0.0025200215
811,Tori Howran,Goal,129,16,75.78423318870489,0.3915946335889688,Slapshot,On Net,3,5,5,1,1,0.54515004
812,Christina Putigna,Shot,188,12,32.77575323314477,-0.6840281594507566,Snapshot,On Net,3,5,5,0,1,0.62420726
813,Mallory Souliotis,Shot,131,19,72.8920434615466,0.35438926104020974,Wristshot,Missed,3,5,5,0,0,0.0017658359
814,Katelynn Russ,Shot,173,73,40.73389252207552,-2.1177171695477433,Snapshot,On Net,3,5,5,0,0,0.016381744
815,Katelynn Russ,Goal,184,46,16.3783393541592,-0.22230728055343132,Snapshot,On Net,3,5,5,1,1,0.81937045
816,McKenna Brand,Shot,176,10,40.40111384603152,4.5437362408411675,Snapshot,On Net,3,5,5,0,0,0.013781819
817,Kaycie Anderson,Shot,133,64,70.36511919978534,-0.33238356822997833,Wristshot,On Net,3,5,5,0,0,0.018722467
818,Maggie LaGue,Shot,182,55,21.914607000811127,-0.8328355736201326,Snapshot,On Net,3,5,5,0,0,0.49781045
819,Maggie LaGue,Shot,186,49,15.435349040433131,-0.5007978862821559,Snapshot,On Net,3,5,5,0,1,0.51542675
820,Kayla Friesen,Shot,150,5,62.5,0.9315964599440725,Wristshot,On Net,3,5,5,0,0,0.0056434097
821,Kayla Friesen,Shot,135,78,74.06247362868729,-0.6078257214144593,Snapshot,On Net,3,5,5,0,0,0.013396208
822,Mackenzie Lancaster,Shot,165,19,42.15744299646268,0.7945820490912116,Wristshot,On Net,3,5,5,0,0,0.004345154
823,Janine Weber,Shot,177,33,24.88473427625861,0.4382544128754419,Snapshot,On Net,3,5,5,0,1,0.5873784
824,Janine Weber,Shot,183,43,17.00735135169495,-0.02942024854248897,Snapshot,On Net,3,5,5,0,0,0.4606431
825,Janine Weber,Shot,178,40,22.14158982548453,0.11412804068697792,Deflection,Missed,3,5,5,0,0,0.0018820469
826,Mackenzie Lancaster,Shot,182,53,20.838665984174707,-0.6599430459842429,Snapshot,On Net,3,5,5,0,1,0.6669198
827,Katelynn Russ,Shot,154,60,49.216359068911224,-0.3999169527538924,Wristshot,Missed,3,5,5,0,0,0.001591751
828,Alyssa Wohlfeiler,Goal,163,37,37.406550228536176,0.14975328073770913,Wristshot,On Net,3,5,5,1,0,0.3293049
829,McKenna Brand,Shot,186,57,20.155644370746373,-1.687011578141045,Wristshot,On Net,3,5,5,0,0,0.14037059
830,Mackenzie Lancaster,Shot,174,24,31.9100297712177,0.8622072701980754,Wristshot,On Net,3,5,4,0,0,0.09455722
831,Kayla Friesen,Shot,168,66,39.702015062210634,-0.9028273874526735,Wristshot,On Net,3,5,4,0,0,0.043555148
832,Janine Weber,Shot,174,81,46.45696933722647,-11.077741670408917,Wristshot,On Net,3,5,4,0,0,0.02882925
833,Kayla Friesen,Shot,163,47,37.27264412407577,-0.1222248593983463,Wristshot,Missed,3,5,4,0,0,0.002557211
834,Tori Howran,Shot,134,49,66.31930337390465,-0.098804498919065,Slapshot,On Net,3,5,4,0,0,0.036688995
835,Katelynn Russ,Shot,181,25,25.83118270617898,1.3161357354175467,Snapshot,On Net,3,5,4,0,0,0.027340002
836,Katelynn Russ,Shot,132,7,76.70886519822855,0.5752988220675008,Slapshot,On Net,3,5,4,0,0,0.1253992
837,Emma Vlasic,Goal,177,40,23.13547060251855,0.10912575537598115,Snapshot,On Net,3,5,4,1,1,0.80619335
838,Katelynn Russ,Shot,156,31,45.47801666739657,0.2674822099451028,Wristshot,On Net,3,5,5,0,0,0.35179058
839,Hanna Beattie,Shot,158,10,53.10602602341847,0.9770872230268351,Wristshot,On Net,3,5,5,0,0,0.003621813
840,Taylor Turnquist,Shot,158,22,46.735960458730275,0.5309439547060846,Slapshot,Missed,3,5,5,0,0,0.0019763967
841,Tori Sullivan,Shot,160,24,44.070965498840614,0.4985663107769281,Wristshot,On Net,3,4,5,0,0,0.12852573
842,Tori Sullivan,Shot,157,25,46.42467016576423,0.4310415486870282,Wristshot,On Net,3,4,5,0,0,0.23934141
843,Christina Putigna,Shot,188,59,20.402205763103165,-5.041915256481364,Wristshot,Missed,3,4,5,0,0,0.0007316292
844,Lauren Kelly,Shot,167,60,37.35304539123952,-0.5863241451235162,Fan,Missed,3,4,5,0,0,0.001440632
845,Carlee Turner,Shot,155,79,57.941781125540146,-1.0527950474842163,Slapshot,On Net,3,4,5,0,0,0.008462079
846,Tereza Vanisova,Shot,183,65,28.20017730440715,-3.9614524761432373,Wristshot,On Net,3,5,5,0,0,0.09703408
847,Meghara McManus,Shot,189,47,11.884864324004713,-0.43355080911096977,Snapshot,On Net,3,5,5,0,0,0.31999475
848,Emma Woods,Shot,186,65,26.5,27.500825935432903,Wristshot,On Net,1,5,5,0,0,0.010039238
849,Shiann Darkangelo,Shot,168,67,40.30198506277327,-0.9612155104943704,Wristshot,On Net,1,5,5,0,0,0.05569588
850,Lindsay Eastwood,Shot,134,22,69.1104188961404,0.32099588322667577,Wristshot,Missed,1,5,5,0,0,0.001537822
851,Breanne Wilson-Bennett,Shot,168,34,33.10966626228661,0.2720536986587709,Deflection,Missed,1,5,5,0,0,0.0022597117
852,Sarah-Eve Coutu Godbout,Shot,189,64,24.150569351466643,2.4766790363044766,Wristshot,Missed,1,5,5,0,0,0.0010413826
853,Brooke Boquist,Goal,189,37,12.298373876248844,0.5463024898437905,Snapshot,On Net,1,5,5,1,1,0.7177524
854,Emma Woods,Shot,183,75,36.67764987018661,2.8182763789371634,Snapshot,On Net,1,5,5,0,0,0.102432944
855,Breanne Wilson-Bennett,Shot,186,37,15.041608956491324,0.41439875466521037,Wristshot,On Net,1,5,5,0,0,0.100739874
856,Mackenzie MacNeil,Shot,176,32,26.196373794859472,0.4677300254523918,Snapshot,On Net,1,5,5,0,0,0.47212014
857,Erin Gehen,Shot,162,19,44.67941360403021,0.7115280053360952,Wristshot,On Net,1,5,5,0,0,0.0025423658
858,Brooke Stacey,Shot,140,28,61.727222519727874,0.2464839022304712,Snapshot,On Net,1,5,5,0,0,0.22718264
859,Lenka Curmova,Shot,176,41,24.046829312822098,0.06258150756627502,Snapshot,On Net,1,5,5,0,1,0.71294636
860,Autumn MacDougall,Goal,187,45,13.238202294873727,-0.19471395108713133,Snapshot,On Net,1,5,5,1,1,0.9749274
861,Whitney Dove,Shot,147,13,60.656821545478294,0.6222284028365346,Fan,Missed,1,5,4,0,0,0.0007725386
862,Dominique Kremer,Shot,170,25,34.73110997362451,0.6599430459842429,Snapshot,Missed,1,5,4,0,0,0.0017148644
863,Shiann Darkangelo,Shot,158,22,46.735960458730275,0.5309439547060846,Wristshot,On Net,1,5,5,0,0,0.24979989
864,Mackenzie MacNeil,Shot,181,15,33.425289826716536,8.060711066083261,Wristshot,On Net,1,5,5,0,0,0.011832184
865,Natalie Marcuzzi,Shot,189,39,11.543396380615196,0.32937276546596006,Snapshot,On Net,1,5,5,0,0,0.42538467
866,Mackenzie MacNeil,Shot,184,54,19.704060495238032,-0.8748587605544823,Fan,Missed,1,5,5,0,0,0.002540089
867,Emma Greco,Shot,151,10,58.79838433154435,0.7813503513928652,Wristshot,On Net,1,5,5,0,0,0.0060420814
868,Sarah-Eve Coutu Godbout,Shot,186,34,16.3783393541592,0.6946745046867729,Snapshot,On Net,1,5,5,0,0,0.018023448
869,Alyson Matteau,Shot,129,60,73.12489316231512,-0.25159457248931627,Snapshot,On Net,1,5,5,0,0,0.03829723
870,Marie-Jo Pelletier,Shot,134,12,72.70660217614353,0.49809345749009976,Slapshot,On Net,1,5,5,0,0,0.041917127
871,Julie Allen,Shot,171,52,30.516389039334257,-0.3398301030456892,Snapshot,On Net,1,5,5,0,0,0.49145547
872,Autumn MacDougall,Shot,178,36,22.940139493908923,0.3043628042281946,Snapshot,On Net,1,5,5,0,1,0.6451122
873,Brooke Stacey,Shot,176,55,27.060118255469618,-0.573668881261775,Snapshot,On Net,1,5,5,0,1,0.50053227
874,Breanne Wilson-Bennett,Shot,184,37,16.91892431568863,0.357961738848017,Wristshot,On Net,1,5,4,0,0,0.41419664
875,Brooke Boquist,Shot,164,45,36.08670115153226,-0.06955629286527834,Wristshot,On Net,1,4,5,0,0,0.49102408
876,Brooke Boquist,Shot,179,42,21.005951537600005,0.023814023984133337,Snapshot,On Net,1,4,5,0,0,0.21080299
877,Sarah-Eve Coutu Godbout,Shot,186,37,15.041608956491324,0.41439875466521037,Snapshot,On Net,1,4,5,0,0,0.11798334
878,Amy Curlew,Shot,181,41,19.059118552545918,0.07911179644301633,Snapshot,On Net,1,4,5,0,0,0.15928963
879,Erin Gehen,Shot,177,40,23.13547060251855,0.10912575537598115,Snapshot,On Net,1,5,5,0,1,0.71294636
880,Shiann Darkangelo,Shot,180,17,32.407560846197605,3.2815258508807728,Wristshot,On Net,1,5,5,0,0,0.016767219
